Customer ID,Recency,Frequency,Monetary,KM_AE
13616.0,204,2,283.85,2
13617.0,44,5,734.57,0
13619.0,180,2,224.94,2
13620.0,164,1,112.34,2
13622.0,332,1,658.95,2
13623.0,16,5,1805.32,0
13624.0,24,1,462.08,0
13625.0,232,1,301.26,2
13626.0,15,1,449.81,0
13627.0,124,2,607.43,0
13628.0,312,1,310.14,2
13629.0,49,8,5578.5,0
13632.0,30,3,1526.88,0
13634.0,10,11,3486.41,0
13635.0,78,3,1928.1299999999999,0
13639.0,72,1,312.93,0
13640.0,247,1,405.0,2
13641.0,276,5,1016.47,2
13642.0,68,3,159.92,0
13643.0,18,7,1637.33,0
13646.0,35,2,326.25,0
13647.0,130,4,1393.56,0
13648.0,36,8,1764.02,0
13649.0,2,5,1304.88,0
13650.0,10,4,1451.66,0
13651.0,17,1,132.65,0
13652.0,4,3,1475.77,0
13653.0,123,1,152.2,0
13654.0,16,5,3600.67,0
13655.0,10,4,1347.54,0
13656.0,135,2,699.2,0
13658.0,19,4,3386.33,0
13659.0,52,10,3321.68,0
13660.0,36,1,306.64,0
13661.0,239,1,325.24,2
13662.0,21,8,1352.35,0
13663.0,16,4,1858.04,0
13665.0,22,3,1711.6599999999999,0
13666.0,56,2,43.25,0
13668.0,19,14,6638.650000000001,0
13669.0,43,1,195.0,0
13671.0,30,1,172.6,0
13672.0,366,1,233.53000000000003,2
13674.0,68,1,240.68,0
13676.0,175,2,243.9,2
13677.0,40,2,551.24,0
13679.0,129,3,281.26,0
13680.0,107,8,7700.55,0
13683.0,93,1,258.6,0
13684.0,26,3,529.75,0
13686.0,16,2,337.04,0
13687.0,74,1,11880.84,2
13688.0,271,1,375.5,2
13689.0,80,1,349.5,0
13691.0,32,1,212.78,0
13692.0,44,2,1626.08,0
13693.0,10,9,2011.82,0
13694.0,9,94,131443.19,1
13695.0,213,1,266.6,2
13696.0,57,3,2020.4,0
13698.0,232,2,451.73,2
13699.0,186,1,455.57,2
13700.0,53,3,348.34,0
13701.0,82,1,161.0,0
13702.0,81,1,135.18,0
13703.0,51,1,326.06,0
13705.0,9,5,1323.47,0
13706.0,262,1,300.38,2
13707.0,65,3,2559.45,0
13709.0,82,5,1263.7,0
13710.0,59,2,329.04,0
13711.0,42,7,1540.2,0
13712.0,246,1,537.58,2
13713.0,44,3,740.76,0
13714.0,101,1,161.35,0
13715.0,8,13,7348.3,0
13717.0,93,2,318.29,0
13719.0,29,6,1741.4,0
13721.0,31,1,217.39999999999998,0
13722.0,56,7,3260.0,0
13723.0,28,5,994.23,0
13724.0,273,1,213.01,2
13727.0,247,6,740.6700000000001,2
13728.0,23,10,1839.03,0
13729.0,71,3,724.73,0
13733.0,46,2,487.03000000000003,0
13734.0,144,4,6695.6900000000005,2
13735.0,12,9,6879.2300000000005,0
13736.0,61,5,2022.67,0
13738.0,32,1,434.78000000000003,0
13739.0,163,1,75.3,2
13740.0,51,4,1232.02,0
13745.0,182,1,477.32,2
13746.0,49,1,176.69,0
13747.0,9,2,169.79999999999998,0
13748.0,9,5,1320.1,0
13750.0,16,6,1954.92,0
13752.0,163,1,404.45000000000005,2
13753.0,234,3,1353.31,2
13754.0,73,1,164.45000000000002,0
13756.0,3,10,3999.2300000000005,0
13757.0,310,1,195.55,2
13758.0,2,10,6226.43,0
13760.0,40,3,1076.85,0
13761.0,138,4,881.52,0
13762.0,229,4,2165.76,2
13763.0,53,2,3502.48,0
13764.0,205,3,1400.2,2
13765.0,289,1,352.821,2
13766.0,131,1,190.35,0
13767.0,5,39,18320.170000000002,0
13768.0,362,2,875.97,2
13769.0,3,11,3003.9100000000003,0
13770.0,58,4,785.37,0
13771.0,169,5,3094.37,2
13772.0,36,5,1977.39,0
13773.0,32,2,301.54,0
13775.0,226,1,1049.66,2
13776.0,64,2,623.98,0
13777.0,2,37,30501.260000000002,0
13778.0,127,3,945.79,0
13779.0,151,1,161.13,2
13780.0,43,1,372.06,0
13781.0,228,2,650.99,2
13782.0,89,7,877.22,0
13783.0,123,4,1542.09,0
13784.0,70,3,447.44,0
13785.0,64,4,542.49,0
13786.0,3,6,3127.99,0
13787.0,94,4,913.46,0
13788.0,141,1,3.75,2
13789.0,24,1,239.45999999999998,0
13792.0,58,1,188.4,0
13793.0,282,1,96.0,2
13794.0,182,1,126.03,2
13795.0,24,4,836.3,0
13796.0,135,1,289.7,2
13797.0,72,3,1179.45,0
13798.0,8,54,38683.02,0
13799.0,80,7,2114.71,0
13800.0,66,2,1121.24,0
13802.0,10,16,21659.69,0
13803.0,67,2,1061.84,0
13804.0,71,2,572.73,0
13807.0,3,3,422.2,0
13809.0,30,2,524.65,0
13813.0,163,4,1398.61,2
13814.0,163,1,678.2,2
13815.0,42,4,3448.38,0
13818.0,65,1,61.28,0
13819.0,305,3,1502.0,2
13820.0,54,3,652.75,0
13821.0,29,4,993.44,0
13823.0,16,5,2445.79,0
13824.0,15,7,1615.82,0
13825.0,257,2,255.59,2
13829.0,57,1,102.0,0
13830.0,217,1,156.85000000000002,2
13831.0,5,13,4795.09,0
13832.0,58,1,557.6899999999999,0
13833.0,40,1,316.56,0
13834.0,212,2,324.19,2
13835.0,155,3,260.7,2
13836.0,35,2,620.37,0
13838.0,5,7,1245.91,0
13839.0,122,1,139.95000000000002,0
13840.0,52,1,651.4,0
13842.0,2,10,2244.29,0
13843.0,17,1,319.75,0
13846.0,35,1,442.73,0
13847.0,355,1,310.72,2
13848.0,2,6,2080.0,0
13849.0,33,3,1931.35,0
13851.0,15,5,1955.0,0
13852.0,246,1,187.35000000000002,2
13854.0,1,15,4144.44,0
13855.0,136,4,1310.3400000000001,0
13856.0,99,8,753.53,0
13857.0,29,6,1001.01,0
13859.0,165,1,314.7,2
13861.0,65,2,273.26,0
13862.0,25,1,346.73,0
13863.0,101,3,933.77,0
13864.0,22,1,662.4000000000001,0
13869.0,17,6,4913.22,0
13870.0,23,7,2941.14,0
13871.0,64,4,1482.6,0
13872.0,163,3,919.57,2
13873.0,19,5,649.32,0
13874.0,140,6,1508.7,0
13875.0,23,9,3027.58,0
13877.0,106,2,332.44,0
13878.0,183,3,1145.33,2
13879.0,281,1,395.5,2
13880.0,3,5,1171.89,0
13881.0,11,23,28019.58,0
13883.0,39,10,3885.54,0
13884.0,12,5,1037.43,0
13888.0,40,5,1405.92,0
13889.0,18,5,1574.3300000000002,0
13890.0,10,4,1043.57,0
13891.0,14,3,859.21,0
13892.0,113,2,634.68,0
13895.0,151,2,1415.45,2
13896.0,261,1,388.55,2
13897.0,74,2,849.56,0
13898.0,47,1,530.47,0
13900.0,25,3,869.64,0
13901.0,10,10,2809.14,0
13902.0,268,5,34095.26,2
13903.0,36,1,165.45000000000002,0
13905.0,368,1,312.65,2
13906.0,45,1,42.0,0
13907.0,327,1,136.8,2
13909.0,59,2,282.85,0
13911.0,15,11,1654.08,0
13912.0,59,1,124.95,0
13913.0,142,1,42.22,2
13915.0,30,1,70.80000000000001,0
13916.0,99,4,1275.81,0
13919.0,60,2,975.87,0
13920.0,67,4,1774.68,0
13921.0,38,4,730.7,0
13922.0,73,2,692.95,0
13927.0,73,1,359.27,0
13929.0,52,9,2651.45,0
13931.0,28,9,4019.85,0
13935.0,232,3,6116.92,2
13936.0,18,2,563.08,0
13937.0,38,1,721.28,0
13939.0,67,4,992.41,0
13941.0,8,11,6009.34,0
13942.0,170,1,320.0,2
13943.0,213,1,246.54,2
13944.0,289,1,200.43,2
13945.0,30,2,854.15,0
13946.0,12,3,1314.66,0
13948.0,47,3,446.76,0
13952.0,16,12,9572.45,0
13953.0,45,5,3125.0,0
13955.0,11,1,221.10999999999999,0
13957.0,53,3,458.25,0
13958.0,15,8,4709.2300000000005,0
13959.0,35,3,470.73,0
13961.0,28,1,538.4,0
13962.0,71,1,193.25,0
13963.0,3,14,2347.33,0
13964.0,23,2,438.9,0
13965.0,112,3,996.61,0
13966.0,71,1,384.26,0
13967.0,32,1,85.6,0
13968.0,59,1,123.66,0
13969.0,1,18,4266.88,0
13970.0,22,2,846.55,0
13971.0,59,6,1909.31,0
13974.0,218,1,264.13,2
13975.0,29,6,2795.16,0
13976.0,142,3,834.38,2
13977.0,47,1,519.8100000000001,0
13979.0,29,6,2510.06,0
13980.0,75,4,568.68,0
13981.0,51,1,331.14,0
13982.0,1,6,2511.08,0
13983.0,2,10,4479.82,0
13984.0,2,8,1128.09,0
13985.0,10,7,2960.73,0
13987.0,15,2,682.54,0
13988.0,19,2,609.84,0
13989.0,100,3,759.98,0
13992.0,16,2,142.7,0
13993.0,15,10,3309.35,0
13995.0,15,9,2508.32,0
13996.0,22,2,895.76,0
13997.0,155,3,376.46,2
13998.0,82,3,566.7,0
13999.0,10,17,5600.45,0
14000.0,50,4,1410.68,0
14001.0,9,7,2487.01,0
14003.0,368,1,209.41,2
14004.0,29,4,1675.81,0
14006.0,164,4,1234.48,2
14007.0,148,1,79.48,2
14008.0,68,1,509.04,0
14009.0,98,1,404.3,0
14010.0,201,2,445.15,2
14011.0,116,2,457.82,0
14013.0,16,2,611.5500000000001,0
14014.0,12,2,1443.03,0
14016.0,32,7,7062.2,0
14017.0,207,1,229.75,2
14018.0,281,1,367.15000000000003,2
14020.0,112,2,606.21,0
14021.0,10,4,1084.68,0
14022.0,122,1,352.15000000000003,0
14024.0,26,1,318.04,0
14025.0,100,8,4057.9,0
14026.0,106,2,713.11,0
14028.0,186,3,10396.5,2
14030.0,2,14,5839.46,0
14031.0,1,27,23632.72,0
14032.0,2,6,1874.68,0
14033.0,191,1,109.44,2
14035.0,42,4,1366.73,0
14037.0,114,4,689.75,0
14038.0,33,2,1509.5,0
14039.0,211,1,115.08000000000001,2
14040.0,22,23,8963.49,0
14042.0,361,1,431.98,2
14043.0,127,2,302.6,0
14044.0,54,6,2431.28,0
14045.0,9,13,9653.279999999999,0
14047.0,8,10,2946.42,0
14048.0,18,2,338.76,0
14049.0,23,9,7444.68,0
14051.0,2,15,6784.01,0
14052.0,26,1,241.3,0
14053.0,33,2,312.05,0
14055.0,213,2,795.3199999999999,2
14057.0,17,5,2135.0,0
14058.0,98,2,469.19,0
14060.0,2,13,3378.66,0
14061.0,143,3,917.4300000000001,2
14062.0,10,12,15120.800000000001,0
14063.0,74,9,22710.2,2
14064.0,66,10,1925.9,0
14065.0,25,3,891.02,0
14068.0,239,3,1250.8700000000001,2
14069.0,150,2,225.81,2
14070.0,320,1,321.6,2
14072.0,302,1,390.85,2
14074.0,259,1,219.39999999999998,2
14075.0,39,3,792.61,0
14077.0,31,1,115.66,0
14078.0,9,4,640.34,0
14079.0,318,1,243.63,2
14080.0,49,4,1070.08,0
14081.0,5,9,4369.47,0
14082.0,28,1,231.10999999999999,0
14083.0,7,3,373.3,0
14084.0,148,1,150.5,2
14085.0,4,16,5607.43,0
14086.0,98,1,39.95,0
14087.0,40,2,638.0,0
14088.0,42,3,13544.99,0
14091.0,290,2,9530.08,2
14092.0,10,10,3152.54,0
14094.0,75,1,311.77,0
14095.0,358,1,2.95,2
14097.0,117,2,422.85999999999996,0
14099.0,11,9,2646.7400000000002,0
14101.0,24,7,3985.14,0
14104.0,25,3,527.3199999999999,0
14105.0,44,4,4722.6,0
14106.0,373,1,214.79999999999998,2
14107.0,84,4,2174.07,0
14108.0,367,2,447.05,2
14110.0,71,21,7304.8,0
14112.0,87,6,2919.44,0
14113.0,11,12,5252.1900000000005,0
14114.0,31,5,977.5600000000001,0
14115.0,137,2,622.6700000000001,2
14118.0,64,1,458.45,0
14119.0,11,2,183.37,0
14122.0,42,3,362.42,0
14123.0,369,1,436.18,2
14126.0,80,1,466.33000000000004,0
14127.0,16,3,1190.3700000000001,0
14128.0,187,1,286.71,2
14129.0,35,4,1467.48,0
14130.0,11,3,1377.86,0
14131.0,284,1,168.22,2
14133.0,369,1,305.5,2
14134.0,18,15,11123.35,0
14135.0,3,11,4953.61,0
14136.0,36,5,1570.81,0
14137.0,331,1,332.7,2
14139.0,126,3,670.98,0
14142.0,9,2,671.34,0
14144.0,122,1,30.599999999999998,0
14145.0,95,3,3857.85,0
14146.0,19,7,5259.3,0
14147.0,24,7,2106.8,0
14148.0,50,1,309.09000000000003,0
14151.0,309,2,679.45,2
14152.0,23,5,1376.05,0
14153.0,119,1,233.4,0
14154.0,17,6,5115.08,0
14156.0,7,102,196549.74,1
14157.0,25,3,553.8000000000001,0
14159.0,15,9,3230.45,0
14160.0,246,7,8421.47,2
14161.0,5,5,2182.46,0
14163.0,98,1,148.71,0
14166.0,141,2,251.15,2
14167.0,100,4,711.7,0
14168.0,56,2,370.45,0
14169.0,66,2,621.51,0
14170.0,11,3,570.18,0
14171.0,366,1,135.0,2
14172.0,241,3,369.02,2
14173.0,277,2,135.16,2
14175.0,54,5,4456.58,0
14176.0,3,2,339.11,0
14177.0,17,9,1660.23,0
14180.0,8,9,1570.73,0
14181.0,46,2,308.35,0
14182.0,79,4,678.77,0
14183.0,47,2,278.34000000000003,0
14186.0,63,5,1550.63,0
14187.0,109,1,123.5,0
14189.0,4,2,1160.31,0
14190.0,302,1,79.9,2
14191.0,30,2,132.9,0
14192.0,24,1,293.74,0
14193.0,32,1,356.8,0
14194.0,28,15,7321.07,0
14195.0,75,4,1603.6,0
14197.0,46,1,390.05,0
14198.0,36,5,868.33,0
14199.0,59,3,906.3,0
14200.0,253,1,379.2,2
14201.0,45,3,446.1,0
14202.0,17,3,847.76,0
14203.0,33,1,339.34,0
14204.0,58,3,874.22,0
14205.0,30,7,1947.5,0
14206.0,24,2,856.85,0
14207.0,323,1,157.8,2
14208.0,187,1,415.31,2
14209.0,21,9,2919.84,0
14210.0,7,11,3955.6800000000003,0
14211.0,47,9,2161.19,0
14212.0,81,1,1119.6599999999999,0
14213.0,40,1,1192.2,0
14215.0,4,4,1626.61,0
14216.0,50,1,310.74,0
14217.0,2,7,1411.91,0
14219.0,45,2,543.89,0
14220.0,203,2,882.5999999999999,2
14221.0,85,8,3084.69,0
14224.0,26,5,831.98,0
14225.0,70,4,2031.07,0
14226.0,77,1,770.34,0
14227.0,50,5,3017.75,0
14228.0,73,3,745.5,0
14229.0,39,4,1046.84,0
14230.0,71,3,979.8000000000001,0
14231.0,86,1,309.91,0
14233.0,101,3,1441.55,0
14235.0,134,4,1573.1299999999999,0
14236.0,8,4,1253.78,0
14237.0,9,2,471.14,0
14238.0,298,2,287.38,2
14239.0,67,10,1882.3200000000002,0
14240.0,59,1,357.15,0
14241.0,332,1,120.0,2
14243.0,1,8,4842.28,0
14244.0,296,1,366.41999999999996,2
14247.0,40,4,616.79,0
14248.0,95,2,730.37,0
14249.0,46,12,5400.461,0
14252.0,17,1,350.99,0
14253.0,129,2,363.40000000000003,0
14254.0,68,1,601.03,0
14255.0,182,1,1000.63,2
14256.0,127,3,1491.73,0
14257.0,16,4,2854.73,0
14258.0,31,16,19381.36,0
14260.0,107,3,824.28,0
14263.0,59,1,322.93,0
14264.0,15,4,1183.39,0
14265.0,100,2,843.17,0
14266.0,64,1,40.56,0
14268.0,106,1,354.85,0
14269.0,75,1,295.73,0
14271.0,45,1,101.86,0
14272.0,198,2,482.85,2
14274.0,322,1,256.6,2
14275.0,31,6,1189.3799999999999,0
14276.0,43,4,982.94,0
14277.0,47,6,13009.61,0
14278.0,45,1,205.83,0
14279.0,156,2,191.86,2
14281.0,44,1,245.15,0
14282.0,3,11,4120.32,0
14283.0,99,4,628.4399999999999,0
14284.0,289,1,704.4,2
14285.0,149,4,1374.41,2
14286.0,40,4,3851.0099999999998,0
14290.0,49,3,2201.91,0
14291.0,16,12,4020.85,0
14292.0,46,7,4354.32,0
14293.0,4,6,2221.37,0
14294.0,43,1,375.34,0
14295.0,74,4,2196.71,0
14296.0,57,2,456.40000000000003,0
14298.0,11,38,39667.19,0
14299.0,1,19,10533.87,0
14301.0,52,3,1352.04,0
14302.0,66,3,742.9000000000001,0
14303.0,43,2,277.94,0
14304.0,15,2,1341.56,0
14306.0,14,4,1058.0800000000002,0
14307.0,9,5,2075.31,0
14308.0,185,2,1147.02,2
14309.0,49,2,1428.28,0
14310.0,68,1,492.1,0
14311.0,203,1,206.19,2
14312.0,14,5,1478.7,0
14314.0,66,1,109.80000000000001,0
14315.0,200,2,716.69,2
14316.0,58,5,1370.34,0
14318.0,96,1,158.02,0
14319.0,60,1,494.85,0
14320.0,182,3,868.96,2
14321.0,67,2,687.3100000000001,0
14322.0,65,4,474.1,0
14324.0,45,2,701.61,0
14325.0,205,1,245.48000000000002,2
14326.0,99,2,757.13,0
14327.0,18,5,1583.28,0
14328.0,74,1,445.05,0
14329.0,11,8,4912.38,0
14330.0,259,1,200.63,2
14332.0,17,2,1077.2,0
14334.0,61,4,1766.27,0
14338.0,172,1,339.88,2
14339.0,64,1,310.75,0
14341.0,56,10,2285.04,0
14342.0,68,2,249.88,0
14343.0,57,4,1079.66,0
14344.0,3,14,2443.77,0
14346.0,61,3,1294.17,0
14347.0,372,1,82.6,2
14350.0,16,2,689.1,0
14353.0,46,2,285.9,0
14355.0,1,3,840.0500000000001,0
14358.0,25,2,400.06,0
14361.0,214,1,214.70999999999998,2
14363.0,38,2,227.47000000000003,0
14365.0,30,2,634.68,0
14366.0,161,1,136.0,2
14369.0,278,2,469.13,2
14370.0,86,6,1175.78,0
14372.0,79,2,860.08,0
14374.0,177,1,108.0,2
14375.0,86,2,871.26,0
14376.0,319,1,215.46,2
14378.0,257,1,131.25,2
14379.0,29,2,917.06,0
14380.0,318,1,48.96,2
14381.0,87,1,423.26,0
14382.0,26,1,578.14,0
14384.0,136,1,58.5,2
14388.0,8,9,3488.16,0
14389.0,60,3,854.55,0
14390.0,8,5,1731.16,0
14391.0,212,1,135.6,2
14392.0,68,1,266.4,0
14394.0,200,1,93.8,2
14395.0,8,12,4630.7,0
14396.0,7,6,1591.74,0
14398.0,37,2,707.79,0
14399.0,30,8,2108.21,0
14400.0,44,2,1157.77,0
14401.0,60,9,2744.42,0
14402.0,288,1,285.6,2
14403.0,225,2,404.7,2
14404.0,5,8,1404.04,0
14405.0,22,1,195.0,0
14408.0,107,4,1503.2400000000002,0
14409.0,4,5,1696.64,0
14410.0,12,2,1531.63,0
14412.0,60,1,656.16,0
14413.0,46,3,643.47,0
14414.0,10,1,902.35,0
14415.0,15,10,6124.52,0
14417.0,23,1,524.65,0
14419.0,18,1,202.85,0
14420.0,32,3,1251.65,0
14421.0,148,4,1656.26,2
14422.0,10,13,6007.88,0
14423.0,73,2,651.41,0
14425.0,70,3,661.39,0
14426.0,39,7,7246.27,0
14427.0,130,2,900.1800000000001,0
14429.0,39,1,516.28,0
14430.0,147,3,1220.9,2
14431.0,15,3,2143.84,0
14433.0,101,1,280.7,0
14435.0,137,1,90.42,2
14436.0,189,1,182.64000000000001,2
14437.0,1,5,873.34,0
14439.0,79,4,6781.8,0
14440.0,1,9,4281.05,0
14441.0,10,7,2898.8,0
14442.0,50,5,3777.2,0
14443.0,4,2,966.27,0
14444.0,92,1,120.44,0
14445.0,91,1,221.65,0
14446.0,22,1,189.93,0
14447.0,36,1,548.5,0
14449.0,8,5,1555.4,0
14450.0,15,4,645.19,0
14451.0,25,10,2614.78,0
14452.0,31,2,399.9,0
14454.0,12,5,977.3,0
14455.0,68,4,617.72,0
14458.0,16,1,228.07,0
14459.0,287,1,3537.821,2
14460.0,32,6,659.16,0
14461.0,18,10,4573.85,0
14462.0,68,1,262.24,0
14463.0,135,1,256.95,2
14464.0,204,2,111.0,2
14465.0,64,8,2887.4100000000003,0
14466.0,8,7,2374.5,0
14467.0,25,8,1606.98,0
14468.0,369,1,204.24,2
14469.0,52,4,2093.46,0
14470.0,66,1,250.85,0
14471.0,227,2,400.95,2
14472.0,325,1,266.05,2
14474.0,215,1,711.23,2
14475.0,44,1,225.3,0
14477.0,72,3,660.0,0
14478.0,18,4,1276.66,0
14479.0,1,3,982.86,0
14480.0,38,3,1020.47,0
14481.0,43,3,1648.18,0
14482.0,15,6,2283.91,0
14483.0,372,1,120.0,2
14484.0,37,3,749.0600000000001,0
14486.0,147,2,175.5,2
14487.0,4,2,225.89000000000001,0
14489.0,73,3,1111.55,0
14490.0,42,2,1273.47,0
14491.0,8,1,127.2,0
14492.0,66,7,1921.91,0
14493.0,26,5,2704.62,0
14494.0,37,2,261.9,0
14495.0,295,1,51.0,2
14496.0,9,6,2129.42,0
14497.0,309,1,221.69,2
14498.0,37,5,1943.51,0
14499.0,10,4,1293.3500000000001,0
14505.0,40,11,6019.65,0
14506.0,5,3,1256.6000000000001,0
14507.0,14,5,1848.8600000000001,0
14508.0,12,3,554.87,0
14509.0,170,1,110.95,2
14510.0,11,3,979.85,0
14512.0,19,5,940.69,0
14513.0,72,3,332.42,0
14514.0,72,6,3389.84,0
14515.0,23,6,1647.17,0
14516.0,152,1,151.17,2
14519.0,319,2,203.14,2
14521.0,127,1,199.45000000000002,0
14522.0,231,4,773.8800000000001,2
14524.0,45,4,1066.03,0
14525.0,64,8,3810.64,0
14526.0,25,1,258.65,0
14527.0,1,69,19257.08,0
14530.0,32,10,3226.76,0
14531.0,115,1,376.34,0
14532.0,47,7,2912.93,0
14533.0,43,4,1516.65,0
14534.0,33,8,1790.36,0
14535.0,31,6,3118.39,0
14537.0,259,1,285.84000000000003,2
14538.0,166,3,982.59,2
14540.0,15,8,2756.98,0
14541.0,52,6,1038.03,0
14543.0,16,23,10988.14,0
14544.0,106,1,934.23,0
14545.0,310,1,349.25,2
14546.0,12,6,2610.91,0
14548.0,120,7,1888.49,0
14549.0,56,3,624.36,0
14550.0,24,2,587.69,0
14551.0,47,5,691.86,0
14552.0,16,2,343.71,0
14553.0,47,4,959.33,0
14555.0,17,4,1991.49,0
14556.0,232,3,815.69,2
14558.0,290,3,655.5,2
14559.0,26,1,75.6,0
14560.0,15,22,3876.2599999999998,0
14562.0,26,8,1631.38,0
14563.0,145,2,640.54,2
14564.0,70,2,2605.62,0
14565.0,109,1,760.1,0
14566.0,53,3,2660.0,0
14568.0,71,1,919.7,0
14569.0,88,3,369.94,0
14570.0,79,1,395.69,0
14571.0,61,1,160.0,0
14572.0,53,4,2722.34,0
14573.0,8,5,925.3,0
14574.0,368,1,143.70000000000002,2
14575.0,124,1,420.22,0
14576.0,8,1,35.400000000000006,0
14577.0,30,3,504.44,0
14579.0,68,1,105.56,0
14580.0,154,1,14.850000000000001,2
14581.0,180,1,271.05,2
14583.0,19,3,673.33,0
14584.0,57,4,705.1,0
14585.0,18,4,986.22,0
14588.0,214,1,135.39,2
14589.0,7,1,39.75,0
14590.0,60,20,2993.37,0
14593.0,33,9,3048.38,0
14594.0,9,1,255.0,0
14595.0,89,2,423.85,0
14596.0,262,1,222.22000000000003,2
14597.0,15,4,1318.3899999999999,0
14598.0,205,1,162.07,2
14599.0,26,2,457.89,0
14600.0,29,1,471.84000000000003,0
14602.0,292,1,205.35999999999999,2
14604.0,269,1,143.85999999999999,2
14605.0,10,4,921.5600000000001,0
14606.0,2,102,18482.1,0
14607.0,103,8,7553.63,0
14608.0,15,7,1567.79,0
14609.0,26,6,884.64,0
14610.0,31,2,24.35,0
14611.0,79,2,604.3299999999999,0
14612.0,51,1,877.7,0
14613.0,316,1,76.32000000000001,2
14614.0,22,1,295.13,0
14615.0,30,5,951.76,0
14616.0,21,2,121.7,0
14617.0,38,2,190.47000000000003,0
14618.0,12,4,788.88,0
14619.0,177,1,896.8000000000001,2
14621.0,147,4,1212.21,2
14623.0,16,5,1130.28,0
14624.0,51,4,588.22,0
14625.0,10,9,3598.25,0
14626.0,31,7,2619.65,0
14627.0,15,1,462.75,0
14628.0,78,3,1326.04,0
14630.0,120,1,338.65,0
14631.0,22,3,1018.71,0
14634.0,73,4,2124.46,0
14635.0,89,1,215.22,0
14637.0,313,1,106.67999999999999,2
14639.0,44,3,1994.47,0
14640.0,45,4,1541.98,0
14643.0,253,3,986.08,2
14644.0,50,5,1416.96,0
14645.0,270,1,279.8,2
14646.0,10,78,248396.5,1
14647.0,159,1,270.0,2
14648.0,52,15,4466.65,0
14649.0,18,5,2248.6,0
14650.0,225,1,62.5,2
14651.0,30,7,1371.77,0
14653.0,149,5,1666.41,2
14654.0,374,1,246.86,2
14655.0,24,3,1946.28,0
14656.0,51,3,498.95,0
14657.0,65,2,601.97,0
14662.0,63,3,635.06,0
14663.0,66,2,490.6,0
14665.0,63,2,913.95,0
14667.0,1,31,12418.01,0
14668.0,81,1,111.63,0
14669.0,269,4,1957.54,2
14670.0,368,1,190.47,2
14671.0,185,2,1127.45,2
14672.0,151,2,347.59,2
14673.0,3,3,1674.41,0
14674.0,145,1,173.66,2
14675.0,24,1,419.22,0
14676.0,30,6,5808.55,0
14677.0,228,1,184.91,2
14678.0,215,1,403.39,2
14679.0,17,3,1289.44,0
14680.0,7,43,28615.27,0
14681.0,23,3,376.20000000000005,0
14682.0,64,4,1462.81,0
14683.0,224,1,146.56,2
14684.0,26,1,228.52,0
14685.0,212,8,4536.64,2
14686.0,50,5,852.53,0
14687.0,36,2,773.6800000000001,0
14688.0,9,8,2056.3,0
14690.0,28,2,422.63,0
14692.0,16,8,1123.59,0
14693.0,61,6,992.46,0
14694.0,253,1,244.31,2
14695.0,155,3,1534.22,2
14696.0,9,2,688.95,0
14699.0,71,3,593.47,0
14700.0,51,2,880.96,0
14701.0,78,6,1961.02,0
14702.0,1,13,3427.44,0
14704.0,60,2,258.96,0
14706.0,254,1,367.54,2
14707.0,71,2,139.2,0
14708.0,4,3,1085.91,0
14709.0,15,12,3965.29,0
14710.0,15,9,1300.31,0
14712.0,54,1,411.0,0
14713.0,1,11,2752.5099999999998,0
14714.0,43,3,746.05,0
14715.0,78,4,958.0699999999999,0
14716.0,80,1,235.77,0
14717.0,369,1,81.3,2
14718.0,46,1,226.42,0
14721.0,15,1,109.07,0
14722.0,113,2,309.1,0
14723.0,7,7,927.89,0
14724.0,226,1,341.9,2
14725.0,30,3,597.16,0
14726.0,290,1,116.5,2
14727.0,182,2,195.15,2
14728.0,49,1,190.58,0
14729.0,9,3,586.24,0
14732.0,28,11,2814.58,0
14733.0,3,4,6579.26,0
14734.0,61,4,1056.42,0
14735.0,24,24,6174.47,0
14736.0,121,2,374.05,0
14737.0,36,1,2389.62,0
14738.0,197,2,507.45,2
14739.0,3,19,8385.22,0
14740.0,45,8,2712.85,0
14741.0,8,2,497.25,0
14742.0,71,1,579.85,0
14743.0,228,1,50.48,2
14744.0,2,8,2785.1,0
14745.0,137,7,1331.15,0
14746.0,42,4,593.5,0
14748.0,4,7,1736.57,0
14749.0,115,1,310.15,0
14750.0,372,1,112.03,2
14751.0,320,2,126.45,2
14753.0,96,1,306.36,0
14754.0,61,4,909.88,0
14755.0,17,14,4962.27,0
14756.0,18,2,1914.8,0
14758.0,32,3,1380.9099999999999,0
14761.0,80,1,192.02,0
14762.0,262,1,117.05000000000001,2
14766.0,2,6,4082.76,0
14767.0,110,1,382.81,0
14769.0,26,9,5097.13,0
14770.0,103,6,2761.2200000000003,0
14771.0,257,2,594.62,2
14773.0,228,1,140.55,2
14774.0,164,1,241.45,2
14775.0,8,1,406.56,0
14776.0,23,4,1170.0,0
14777.0,39,1,307.56,0
14783.0,295,1,307.3,2
14784.0,25,1,159.94,0
14786.0,186,1,90.96,2
14787.0,107,1,110.65,0
14788.0,232,1,476.88,2
14790.0,10,6,1781.56,0
14791.0,242,1,303.63,2
14793.0,171,1,396.91,2
14794.0,38,3,633.99,0
14796.0,2,11,2865.05,0
14797.0,143,1,300.31,2
14798.0,17,5,550.5699999999999,0
14799.0,373,1,180.45,2
14800.0,5,6,3415.38,0
14802.0,74,2,1502.98,0
14805.0,40,3,536.15,0
14806.0,75,1,110.03999999999999,0
14807.0,26,2,504.14,0
14809.0,257,2,686.76,2
14810.0,5,3,446.59,0
